"gid","link_id","f_node","t_node","lanes","road_rank","road_type","road_no","road_name","road_use","multi_link","connect","max_spd","rest_veh","rest_w","rest_h","c-its","length","updatedate","remark","hist_type","histremark","geom","min_cost"
2386,"3010349700","3010119400","3010119300",1,"105","003","57",위례성로,"0","0","0",60,"0",0,0,"0",23.007940363364,"20230519",,,,"MULTILINESTRING ((224172.4570000004 473509.1564000007, 224155.19600000046 473493.9438000005))",1.3804765
2387,"3020201600","3020033300","3020027000",2,"107","000",-,불당23로,"0","0","0",30,"0",0,0,"0",525.158311719192,"20230519",,,,"MULTILINESTRING ((209541.20799999963 468854.5580000002, 209032.1668999996 468983.66420000046))",63.018997
2388,"3010124400","3010026300","3010025400",1,"107","000",-,돈마루1길,"0","0","0",10,"0",0,0,"0",199.135679899738,"20230519",,,,"MULTILINESTRING ((209283.47780000046 460695.73330000043, 209279.72080000024 460684.7212000005, 209264.68670000043 460661.17159999907, 209244.53639999963 460635.3680000007, 209235.56390000042 460628.20519999973, 209215.18479999993 460616.9298999999, 209194.41679999977 460597.7100000009, 209187.49880000018 460593.68850000016, 209179.89319999982 460590.81530000083, 209144.95419999957 460588.59500000067, 209132.41860000044 460587.2098999992))",71.68884
2389,"3010093400","3010024500","3010025000",1,"107","000",-,풍세산단4로,"0","0","0",40,"0",0,0,"0",198.9225612959,"20230519",,,,"MULTILINESTRING ((208883.7117999997 458920.0519999992, 208887.1769000003 458915.6973000001, 209005.3052000003 458762.61950000003))",17.90303
2390,"3010126700","3010112600","3010116600",1,"107","000",-,세성로,"0","0","0",60,"0",0,0,"0",1680.32551326415,"20230519",,,,"MULTILINESTRING ((222460.31379999965 460712.01359999925, 222466.61050000042 460724.0195000004, 222472.88680000044 460737.7893000003, 222474.8448999999 460743.3995999992, 222479.1785000004 460757.0614, 222479.95309999958 460763.8914999999, 222480.5563000003 460769.20969999954, 222481.2067999998 460775.3652999997, 222481.0895999996 460782.97059999965, 222480.13650000002 460792.53910000063, 222479.08910000045 460800.19549999945, 222475.5262000002 460816.7578999996, 222467.75879999995 460838.90399999917, 222466.43549999967 460844.2890000008, 222464.72300000023 460854.3686999995, 222464.11290000007 460860.7433000002, 222464.3309000004 460865.4171999991, 222466.58719999995 460879.45969999954, 222469.1191999996 460887.9304000009, 222474.5142000001 460905.17200000025, 222480.7204 460919.9539999999, 222485.4737999998 460929.5094000008, 222495.36950000003 460945.1831, 222500.89379999973 460951.43129999936, 222510.24199999962 460961.48149999976, 222513.36340000015 460964.2840999998, 222527.53129999992 460976.1201000009, 222536.01580000017 460981.6384999994, 222539.64639999997 460984.09940000065, 222545.81670000032 460989.23709999956, 222550.09530000016 460992.30629999936, 222553.5895999996 460994.1043999996, 222560.37939999998 460997.6849000007, 222597.79700000025 461013.00280000083, 222647.78189999983 461040.2575000003, 222655.17879999988 461045.0513000004, 222693.6520999996 461069.65210000053, 222700.8284 461074.1372999996, 222710.3103 461079.51630000025, 222730.6886 461090.6930999998, 222746.83100000024 461100.22949999943, 222762.33150000032 461108.0748999994, 222786.9765999997 461123.53559999913, 222799.88019999955 461135.0504999999, 222824.5904000001 461158.1757999994, 222830.07490000036 461162.4589000009, 222835.10759999976 461166.36209999956, 222847.08029999956 461174.6509000007, 222885.2631000001 461195.03810000047, 222904.13179999962 461205.59979999997, 222939.50480000023 461227.04480000027, 222946.12270000018 461230.37790000066, 222952.17989999987 461233.3189000003, 222988.59590000007 461253.0622000005, 223019.68979999982 461271.37099999934, 223031.13800000027 461280.25430000015, 223049.3468000004 461295.58359999955, 223097.99729999993 461334.2849000003, 223118.2324000001 461349.72140000015, 223131.05030000024 461352.82049999945, 223155.42819999997 461359.3922000006, 223166.50409999955 461359.46499999985, 223171.30649999995 461359.4651999995, 223192.32689999975 461355.49899999984, 223198.5739000002 461354.3794, 223206.65770000033 461352.125, 223227.62129999977 461346.2321000006, 223282.56909999996 461334.63120000064, 223314.81329999957 461328.36510000005, 223340.9676000001 461321.4723000005, 223363.08249999955 461314.0151000004, 223374.18950000033 461309.6480999999, 223389.0279000001 461299.7569999993, 223395.87650000025 461295.46470000036, 223399.90409999993 461292.8599999994, 223405.43049999978 461289.90579999983, 223409.1473000003 461289.33410000056, 223412.75409999955 461289.4631999992, 223416.71870000008 461289.97440000065, 223420.65340000018 461291.2854999993, 223423.4439000003 461292.7293999996, 223445.0563000003 461306.4160999991, 223457.80730000045 461313.93459999934, 223467.22520000022 461320.5862000007, 223477.8099999996 461324.5814999994, 223488.74650000036 461329.8208000008, 223506.44359999988 461337.8764999993, 223531.79059999995 461347.6105000004, 223558.4671 461352.58220000006, 223573.63100000005 461354.22309999913, 223585.64769999962 461356.4788000006, 223612.46470000036 461366.54099999927, 223657.86870000046 461385.98860000074, 223669.86909999978 461391.1766999997, 223689.66720000003 461400.4835000001, 223698.40519999992 461405.7974999994, 223713.7379999999 461418.55599999987, 223727.94170000032 461432.55409999937, 223729.59949999955 461433.69490000047, 223733.27300000004 461435.28350000083, 223742.01290000044 461439.27899999917, 223745.43159999978 461441.56409999914, 223750.6032999996 461445.4416000005, 223752.54430000018 461447.2522999998))",100.819534
2391,"3010233500","3010085600","3010086100",1,"107","000",-,-,"0","0","0",50,"0",0,0,"0",165.7194955045,"20230519",도로명없음,,,"MULTILINESTRING ((214532.03469999973 465831.18280000053, 214540.19379999954 465804.7456, 214548.93680000026 465728.29399999976, 214559.25019999966 465668.06870000064))",11.931804
2392,"3010159200","3010124000","3010124400",1,"107","000",-,충절로,"0","0","0",40,"0",0,0,"0",176.7503555159,"20230519",,,,"MULTILINESTRING ((226211.70260000043 462946.3482000008, 226352.83970000036 462923.9070999995, 226385.71939999983 462915.90139999986))",15.907532
2393,"3010202500","3010079900","3010076700",2,"107","000",-,청수6로,"0","0","0",30,"0",0,0,"0",217.014174769003,"20230519",,,,"MULTILINESTRING ((214232.1174999997 464918.13639999926, 214228.92289999966 464906.8116999995, 214224.2089999998 464896.4832000006, 214213.70529999956 464878.7098999992, 214205.95500000007 464869.2642000001, 214194.81369999982 464859.1470999997, 214177.34169999976 464844.6914000008, 214167.1821999997 464834.5758999996, 214160.1431 464826.7960999999, 214154.08640000038 464818.79590000026, 214149.36699999962 464811.68579999916, 214148.1202999996 464809.90809999965, 214147.58719999995 464808.3535999991, 214144.92030000035 464801.69070000015, 214142.16920000035 464791.9204999991, 214140.85470000003 464777.1588000003, 214140.6791000003 464775.3827999998, 214140.6805999996 464774.4951000009, 214144.94409999996 464733.44180000015))",26.0417
2394,"3010208400","3010101000","3010099700",2,"103","000","21",남부대로,"0","0","0",80,"0",0,0,"0",672.247130255675,"20230519",,,,"MULTILINESTRING ((217842.1233000001 464902.37790000066, 217841.73340000026 464902.3972999994, 217692.08359999955 464909.8224999998, 217673.01719999965 464910.76630000025, 217535.20289999992 464910.4628999997, 217427.37679999974 464910.22699999996, 217377.03699999955 464906.6021999996, 217170.4428000003 464916.3061999995))",30.251122
2395,"3010340900","3010093000","3010093400",2,"107","000",-,상명대길,"0","0","0",60,"0",0,0,"0",99.627762839706,"20230519",,,,"MULTILINESTRING ((215460.43400000036 470522.90300000086, 215514.68869999982 470487.60280000046, 215533.9012000002 470470.2829, 215540.76800000016 470464.4140000008))",5.977666
2396,"3020005300","3020003900","3020003700",1,"107","000",-,미라16길,"0","0","0",40,"0",0,0,"0",67.033131183559,"20230519",,,,"MULTILINESTRING ((211368.55250000022 467549.8872999996, 211376.27080000006 467616.4746000003))",6.032982
2425,"3020285500","3020113700","3020108100",1,"107","000",-,성정중7길,"0","0","0",60,"0",0,0,"0",131.771211227074,"20230519",,,,"MULTILINESTRING ((212072.9709999999 470011.3156000003, 211941.31159999967 470016.7427999992))",7.906273
2397,"3010142100","3010111500","3010112500",1,"107","000",-,신사운전길,"0","0","0",40,"0",0,0,"0",726.627261631096,"20230519",,,,"MULTILINESTRING ((222011.84140000027 461958.8997000009, 222021.21140000038 461970.1963999998, 222031.2723000003 461983.04560000077, 222040.41449999996 461993.09940000065, 222092.46329999994 462053.51490000077, 222098.61450000014 462061.76290000044, 222106.09630000032 462075.12629999965, 222114.2734000003 462092.10869999975, 222118.3883999996 462102.9826999996, 222121.8228000002 462127.6286999993, 222124.22890000045 462165.84860000014, 222128.28039999958 462229.86620000005, 222129.87200000044 462253.9528999999, 222131.41249999963 462274.0488000009, 222132.00270000007 462279.2720999997, 222132.59470000025 462281.62769999914, 222134.09740000032 462284.85720000044, 222135.8150000004 462288.20830000006, 222137.56109999958 462290.7156000007, 222145.37789999973 462299.0673999991, 222164.54090000037 462317.2993000001, 222180.3836000003 462329.8372000009, 222192.8359000003 462341.8267000001, 222213.83430000022 462359.7898999993, 222222.24820000026 462364.5080999993, 222233.11589999963 462369.1331999991, 222247.87060000002 462376.1684000008, 222262.51960000023 462382.90770000033, 222276.39400000032 462388.01019999944, 222295.8936999999 462396.4043000005, 222307.0524000004 462402.0097000003, 222317.25270000007 462408.8065000009, 222331.30869999994 462420.4274000004, 222343.05449999962 462430.5680999998, 222352.83359999955 462439.3730999995, 222365.8219999997 462451.6588000003, 222386.3172000004 462472.81069999933, 222387.75040000025 462474.3598999996, 222405.3808000004 462490.0962000005, 222410.85599999968 462494.8746000007, 222416.29700000025 462499.3638000004, 222419.7862999998 462502.24200000055))",65.396454
2398,"3010148800","3010125300","3010125500",2,"106","000","693",아우내순대길,"0","0","0",40,"0",0,0,"0",164.972906893572,"20230519",,,,"MULTILINESTRING ((226525.07270000037 462298.46609999985, 226525.44189999998 462299.28360000066, 226551.5354000004 462340.48420000076, 226553.37710000016 462343.1568, 226553.37990000006 462343.1601999998, 226579.30269999988 462380.84380000085, 226579.31099999975 462380.8576999996, 226602.72190000024 462415.0967999995, 226617.30709999986 462435.18510000035))",14.847562
2399,"3020301400","3020120400","3020120600",1,"107","000",-,원두정3길,"0","0","0",60,"0",0,0,"0",42.746637155602,"20230519",,,,"MULTILINESTRING ((212237.79389999993 470237.16980000027, 212240.98180000018 470279.7973999996))",2.564798
2400,"3020192300","3020042600","3020043400",3,"107","000",-,-,"0","0","0",40,"0",0,0,"0",72.972894647976,"20230519",도로명없음,,,"MULTILINESTRING ((210006.2745000003 468687.4361000005, 210006.37880000006 468677.4701000005, 210010.11450000014 468670.1936000008, 210017.8047000002 468664.2457999997, 210061.8934000004 468654.72479999997))",6.5675607
2401,"3020005800","3020003500","3020004100",1,"107","000",-,미라16길,"0","0","0",40,"0",0,0,"0",105.347891177722,"20230519",,,,"MULTILINESTRING ((211324.7293999996 467515.3629999999, 211347.72919999994 467506.2460999992, 211327.94209999964 467428.10539999977))",9.48131
2402,"3020038300","3020094600","3020008600",2,"107","000",-,성환1로,"0","0","0",50,"0",0,0,"0",153.558704102248,"20230519",,,,"MULTILINESTRING ((211662.33770000003 478127.1085000001, 211689.64960000012 478149.7103000004, 211744.1149000004 478191.3499999996, 211783.09119999968 478221.9427000005))",11.056227
2403,"3020263600","3020141000","3020145100",3,"107","000",-,동서대로,"0","0","0",60,"0",0,0,"0",94.995775325874,"20230519",,,,"MULTILINESTRING ((212733.6989000002 469643.6428999994, 212828.28660000023 469634.84720000066))",5.6997466
2404,"3010283700","3010053100","3010052600",1,"107","000",-,봉명로,"0","0","0",40,"0",0,0,"0",25.821309713177,"20230519",,,,"MULTILINESTRING ((212391.24170000013 467604.1599000003, 212365.50600000005 467606.2608000003))",2.3239179
2405,"3020415300","3020159000","3020160500",3,"103","000","1",천안대로,"0","0","0",60,"0",0,0,"0",629.995148448804,"20230519",,,,"MULTILINESTRING ((213705.17480000015 473043.3041999992, 213750.61699999962 472930.8055000007, 213787.1336000003 472829.7229999993, 213803.26020000037 472772.26439999975, 213823.5563000003 472689.1320999991, 213842.52770000044 472542.19180000015, 213844.03129999992 472434.4260000009))",37.79971
2406,"3020121000","3020099000","3020099500",1,"107","000",-,쌍용대로,"0","0","0",60,"0",0,0,"0",68.621198198211,"20230519",,,,"MULTILINESTRING ((211736.87469999958 466817.4028999992, 211745.82469999976 466884.8559000008, 211745.9029000001 466885.42760000005))",4.117272
2407,"3020504200","3020178200","3020178300",1,"107","000",-,입장로,"0","0","0",60,"0",0,0,"0",10.850555024951,"20230519",,,,"MULTILINESTRING ((219825.63570000045 479645.2008999996, 219823.82909999974 479634.50180000067))",0.6510333
2408,"3010314600","3010076200","3010070300",4,"107","000",-,만남로,"0","0","0",50,"0",0,0,"0",369.151382823335,"20230519",,,,"MULTILINESTRING ((214116.7045 468940.15630000085, 213748.10190000013 468920.03500000015))",26.5789
2409,"3010327200","3010114200","3010113300",1,"107","000",-,명덕1길,"0","0","0",10,"0",0,0,"0",612.999949454785,"20230519",,,,"MULTILINESTRING ((223277.24000000022 469535.1110999994, 223262.39300000016 469528.15479999967, 223183.62590000033 469479.14990000054, 223147.2893000003 469452.5267999992, 223104.74149999954 469425.26659999974, 223073.31340000033 469415.8253000006, 223033.73170000035 469415.4344999995, 222977.24289999995 469422.33300000057, 222930.33660000004 469417.1291000005, 222911.1727 469417.07719999924, 222867.5541000003 469429.6651000008, 222856.44519999996 469430.75129999965, 222846.77290000021 469428.7882000003, 222833.44749999978 469417.3987000007, 222812.0856999997 469378.6322000008, 222798.66789999977 469368.59080000035, 222749.45849999972 469349.0357000008, 222739.9556 469337.8727000002))",220.67998
2410,"3020096500","3020072300","3020071300",1,"107","000",-,쌍용17길,"0","0","0",40,"0",0,0,"0",132.319621382298,"20230519",,,,"MULTILINESTRING ((210967.79110000003 466318.36209999956, 210949.50540000014 466379.81819999963, 210942.33430000022 466404.1124000009, 210936.59499999974 466425.52300000004, 210932.01750000007 466445.7145000007))",11.908766
2411,"3010069900","3010057100","3010052400",1,"106","000","623",광덕로,"0","0","0",40,"0",0,0,"0",334.710193701256,"20230519",,,,"MULTILINESTRING ((212667.4201999996 454052.5349000003, 212591.57699999958 454074.96639999934, 212578.8339999998 454078.4770999998, 212545.7424999997 454092.52610000037, 212515.22250000015 454104.6842, 212495.9935999997 454112.6886999998, 212476.04499999993 454117.3521999996, 212470.71879999992 454118.6325000003, 212455.6057000002 454123.2726000007, 212443.7399000004 454128.0968999993, 212430.19739999995 454135.80370000005, 212413.9556 454146.97140000015, 212408.96050000004 454150.4255999997, 212392.20069999993 454161.3585000001, 212376.86230000015 454171.7634999994, 212362.41270000022 454182.9550999999))",30.123917
2412,"3010068300","3010028600","3010029500",1,"107","000",-,쌍령1길,"0","0","0",30,"0",0,0,"0",1799.72986719228,"20230519",,,,"MULTILINESTRING ((210291.93599999975 453820.26850000024, 210293.14300000016 453830.01209999993, 210300.96410000045 453855.16980000027, 210311.80040000007 453903.3730999995, 210318.20299999975 453947.53199999966, 210318.18840000033 453959.4394000005, 210303.8870000001 453992.24719999917, 210301.09410000034 454002.8858000003, 210300.73419999983 454012.67730000056, 210303.76889999956 454039.48230000027, 210302.36909999978 454068.5558000002, 210303.4057 454076.3498999998, 210305.83449999988 454084.7167000007, 210318.70220000017 454109.6835999992, 210318.6771999998 454125.3630999997, 210314.22329999972 454144.5396999996, 210312.82820000034 454158.5108000003, 210313.83330000006 454180.1458999999, 210315.9106999999 454188.2109999992, 210323.83380000014 454205.08970000036, 210329.00820000004 454211.96020000055, 210349.20940000005 454230.43019999936, 210362.28639999963 454239.6302000005, 210365.1601999998 454243.82909999974, 210373.82419999968 454272.9732000008, 210386.7427000003 454293.4036999997, 210390.74969999958 454303.6676000003, 210392.40189999994 454314.7011999991, 210391.03000000026 454335.15509999916, 210395.4746000003 454353.9360000007, 210400.61180000007 454367.59449999966, 210406.78770000022 454379.84420000017, 210415.03110000025 454391.2463000007, 210422.61039999966 454398.9650999997, 210437.23340000026 454409.12560000084, 210440.70830000006 454414.3354000002, 210441.0231999997 454420.7488000002, 210436.92040000018 454438.47780000046, 210436.56020000018 454449.3822000008, 210443.32100000046 454509.36390000023, 210445.42430000007 454517.5309999995, 210454.91330000013 454531.79670000076, 210458.2673000004 454561.63990000077, 210470.15070000011 454600.03079999983, 210475.88609999977 454633.79560000077, 210480.59939999972 454681.77830000035, 210483.33910000045 454696.90970000066, 210517.39570000023 454769.5971000008, 210564.29860000033 454864.4275000002, 210567.62339999992 454873.8223000001, 210571.81989999954 455055.92760000005, 210571.70390000008 455148.21050000004, 210581.25150000025 455418.0293000005, 210586.95359999966 455495.4176000003, 210586.20610000007 455539.2316999994))",215.96759
